Alpha,LName,fName,mName,company,platoon,squad,dutySection,roomNumber_id,phoneNumber,weekends,weekendsComment,CQPR,SQPR,performanceGrade,conductGrade,PRT,,,,,,
142976,HOLLOWAY,BRIAN,,28,1,1,1,,1111111687,16,,3,3,A,A,90,"('142976','HOLLOWAY','BRIAN','','28','1','1','1','','1111111687','16','','3','3','A','A','90'),",,,,,
143198,JACQUIER,DANIEL,,28,2,2,2,,1111111688,16,,3,3,B,B,90,"('143198','JACQUIER','DANIEL','','28','2','2','2','','1111111688','16','','3','3','B','B','90'),",,,,,
143252,JOHNSON,QUENTIN,,28,3,3,3,,1111111689,16,,3,3,C,C,90,"('143252','JOHNSON','QUENTIN','','28','3','3','3','','1111111689','16','','3','3','C','C','90'),",,,,,
143576,KLAUSNER,EDWARD,,28,4,1,4,,1111111690,16,,3,3,A,A,90,"('143576','KLAUSNER','EDWARD','','28','4','1','4','','1111111690','16','','3','3','A','A','90'),",,,,,
143588,KLUNDER,MICHAEL,,28,1,2,5,,1111111691,16,,3,3,B,B,90,"('143588','KLUNDER','MICHAEL','','28','1','2','5','','1111111691','16','','3','3','B','B','90'),",,,,,
143726,LASCH,STEPHANIE,,28,2,3,6,,1111111692,16,,3,3,C,C,90,"('143726','LASCH','STEPHANIE','','28','2','3','6','','1111111692','16','','3','3','C','C','90'),",,,,,
143882,LLUY,RYAN,,28,3,1,7,,1111111693,16,,3,3,A,A,90,"('143882','LLUY','RYAN','','28','3','1','7','','1111111693','16','','3','3','A','A','90'),",,,,,
144170,MARQUEZ,ZACHARY,,28,4,2,8,,1111111694,16,,3,3,B,B,90,"('144170','MARQUEZ','ZACHARY','','28','4','2','8','','1111111694','16','','3','3','B','B','90'),",,,,,
144206,MARTINEZ,MICHELLE,,28,1,3,1,,1111111695,16,,3,3,C,C,90,"('144206','MARTINEZ','MICHELLE','','28','1','3','1','','1111111695','16','','3','3','C','C','90'),",,,,,
144482,MEYER,ABIGAIL,,28,2,1,2,,1111111696,16,,3,3,A,A,90,"('144482','MEYER','ABIGAIL','','28','2','1','2','','1111111696','16','','3','3','A','A','90'),",,,,,
144746,MURTHA,DAVID,,28,3,2,3,,1111111697,16,,3,3,B,B,90,"('144746','MURTHA','DAVID','','28','3','2','3','','1111111697','16','','3','3','B','B','90'),",,,,,
144764,MYUNG,SEUNGUN,,28,4,3,4,,1111111698,16,,3,3,C,C,90,"('144764','MYUNG','SEUNGUN','','28','4','3','4','','1111111698','16','','3','3','C','C','90'),",,,,,
145448,PRICE,JOSEPH,,28,1,1,5,,1111111699,16,,3,3,A,A,90,"('145448','PRICE','JOSEPH','','28','1','1','5','','1111111699','16','','3','3','A','A','90'),",,,,,
145634,REIMERS,DAVID,,28,2,2,6,,1111111700,16,,3,3,B,B,90,"('145634','REIMERS','DAVID','','28','2','2','6','','1111111700','16','','3','3','B','B','90'),",,,,,
145712,RIVERA,JOSHUA,,28,3,3,7,,1111111701,16,,3,3,C,C,90,"('145712','RIVERA','JOSHUA','','28','3','3','7','','1111111701','16','','3','3','C','C','90'),",,,,,
146036,SCHERER,GABRIELA,,28,4,1,8,,1111111702,16,,3,3,A,A,90,"('146036','SCHERER','GABRIELA','','28','4','1','8','','1111111702','16','','3','3','A','A','90'),",,,,,
146246,SIMIKVALADEZ,JUSTIN,,28,1,2,1,,1111111703,16,,3,3,B,B,90,"('146246','SIMIKVALADEZ','JUSTIN','','28','1','2','1','','1111111703','16','','3','3','B','B','90'),",,,,,
146414,SOUTHWORTH,COLTEN,,28,2,3,2,,1111111704,16,,3,3,C,C,90,"('146414','SOUTHWORTH','COLTEN','','28','2','3','2','','1111111704','16','','3','3','C','C','90'),",,,,,
146582,SZABO,DAVID,,28,3,1,3,,1111111705,16,,3,3,A,A,90,"('146582','SZABO','DAVID','','28','3','1','3','','1111111705','16','','3','3','A','A','90'),",,,,,
146714,THURMAN,RYAN,,28,4,2,4,,1111111706,16,,3,3,B,B,90,"('146714','THURMAN','RYAN','','28','4','2','4','','1111111706','16','','3','3','B','B','90'),",,,,,
146786,TREVINO,CASSANDRA,,28,1,3,5,,1111111707,16,,3,3,C,C,90,"('146786','TREVINO','CASSANDRA','','28','1','3','5','','1111111707','16','','3','3','C','C','90'),",,,,,
147020,WALSH,STEVEN,,28,2,1,6,,1111111708,16,,3,3,A,A,90,"('147020','WALSH','STEVEN','','28','2','1','6','','1111111708','16','','3','3','A','A','90'),",,,,,
147056,WARNE,SAMUEL,,28,3,2,7,,1111111709,16,,3,3,B,B,90,"('147056','WARNE','SAMUEL','','28','3','2','7','','1111111709','16','','3','3','B','B','90'),",,,,,
147248,WILLIAMS,KENYON,,28,4,3,8,,1111111710,16,,3,3,C,C,90,"('147248','WILLIAMS','KENYON','','28','4','3','8','','1111111710','16','','3','3','C','C','90'),",,,,,
147344,WOMACK,SAMUEL,,28,1,1,1,,1111111711,16,,3,3,A,A,90,"('147344','WOMACK','SAMUEL','','28','1','1','1','','1111111711','16','','3','3','A','A','90'),",,,,,
110054,ADAMSKI,MICHAEL,,29,2,2,2,,1111111712,16,,3,3,B,B,90,"('110054','ADAMSKI','MICHAEL','','29','2','2','2','','1111111712','16','','3','3','B','B','90'),",,,,,
110168,ALVESTEFFER,THEREZA,,29,3,3,3,,1111111713,16,,3,3,C,C,90,"('110168','ALVESTEFFER','THEREZA','','29','3','3','3','','1111111713','16','','3','3','C','C','90'),",,,,,
110774,BORDA,BRETT,,29,4,1,4,,1111111714,16,,3,3,A,A,90,"('110774','BORDA','BRETT','','29','4','1','4','','1111111714','16','','3','3','A','A','90'),",,,,,
110906,BROWN,GREGORY,,29,1,2,5,,1111111715,16,,3,3,B,B,90,"('110906','BROWN','GREGORY','','29','1','2','5','','1111111715','16','','3','3','B','B','90'),",,,,,
110942,BRUGLER,ERIC,,29,2,3,6,,1111111716,16,,3,3,C,C,90,"('110942','BRUGLER','ERIC','','29','2','3','6','','1111111716','16','','3','3','C','C','90'),",,,,,
111332,CHURCHEY,BRITTANY,,29,3,1,7,,1111111717,16,,3,3,A,A,90,"('111332','CHURCHEY','BRITTANY','','29','3','1','7','','1111111717','16','','3','3','A','A','90'),",,,,,
111380,CLAY,BENJAMIN,,29,4,2,8,,1111111718,16,,3,3,B,B,90,"('111380','CLAY','BENJAMIN','','29','4','2','8','','1111111718','16','','3','3','B','B','90'),",,,,,
111494,COOK,MATTHEW,,29,1,3,1,,1111111719,16,,3,3,C,C,90,"('111494','COOK','MATTHEW','','29','1','3','1','','1111111719','16','','3','3','C','C','90'),",,,,,
111734,DAVIS,AMY,,29,2,1,2,,1111111720,16,,3,3,A,A,90,"('111734','DAVIS','AMY','','29','2','1','2','','1111111720','16','','3','3','A','A','90'),",,,,,
111884,DEVER,JOHN,,29,3,2,3,,1111111721,16,,3,3,B,B,90,"('111884','DEVER','JOHN','','29','3','2','3','','1111111721','16','','3','3','B','B','90'),",,,,,
111944,DINN,SEAN,,29,4,3,4,,1111111722,16,,3,3,C,C,90,"('111944','DINN','SEAN','','29','4','3','4','','1111111722','16','','3','3','C','C','90'),",,,,,
112016,DOSKOCIL,JONATHAN,,29,1,1,5,,1111111723,16,,3,3,A,A,90,"('112016','DOSKOCIL','JONATHAN','','29','1','1','5','','1111111723','16','','3','3','A','A','90'),",,,,,
112232,FIAMMETTA,THOMAS,,29,2,2,6,,1111111724,16,,3,3,B,B,90,"('112232','FIAMMETTA','THOMAS','','29','2','2','6','','1111111724','16','','3','3','B','B','90'),",,,,,
112898,HEMLER,JONATHAN,,29,3,3,7,,1111111725,16,,3,3,C,C,90,"('112898','HEMLER','JONATHAN','','29','3','3','7','','1111111725','16','','3','3','C','C','90'),",,,,,
113012,HOFF,JOSEPH,,29,4,1,8,,1111111726,16,,3,3,A,A,90,"('113012','HOFF','JOSEPH','','29','4','1','8','','1111111726','16','','3','3','A','A','90'),",,,,,
114284,MCKENNA,ERIN,,29,1,2,1,,1111111727,16,,3,3,B,B,90,"('114284','MCKENNA','ERIN','','29','1','2','1','','1111111727','16','','3','3','B','B','90'),",,,,,
114296,MCMANN,PATRICK,,29,2,3,2,,1111111728,16,,3,3,C,C,90,"('114296','MCMANN','PATRICK','','29','2','3','2','','1111111728','16','','3','3','C','C','90'),",,,,,
114350,MELENDEZ,FRANCISCO,,29,3,1,3,,1111111729,16,,3,3,A,A,90,"('114350','MELENDEZ','FRANCISCO','','29','3','1','3','','1111111729','16','','3','3','A','A','90'),",,,,,
114380,MENDEZ,DAVID,,29,4,2,4,,1111111730,16,,3,3,B,B,90,"('114380','MENDEZ','DAVID','','29','4','2','4','','1111111730','16','','3','3','B','B','90'),",,,,,
114446,MILLER,CLAIRE,,29,1,3,5,,1111111731,16,,3,3,C,C,90,"('114446','MILLER','CLAIRE','','29','1','3','5','','1111111731','16','','3','3','C','C','90'),",,,,,
114662,MURPHY,CHRISTIAN,,29,2,1,6,,1111111732,16,,3,3,A,A,90,"('114662','MURPHY','CHRISTIAN','','29','2','1','6','','1111111732','16','','3','3','A','A','90'),",,,,,
114818,NEW,JEREMY,,29,3,2,7,,1111111733,16,,3,3,B,B,90,"('114818','NEW','JEREMY','','29','3','2','7','','1111111733','16','','3','3','B','B','90'),",,,,,
114884,NISSEN,CODY,,29,4,3,8,,1111111734,16,,3,3,C,C,90,"('114884','NISSEN','CODY','','29','4','3','8','','1111111734','16','','3','3','C','C','90'),",,,,,
114968,OCHS,KRISTOFER,,29,1,1,1,,1111111735,16,,3,3,A,A,90,"('114968','OCHS','KRISTOFER','','29','1','1','1','','1111111735','16','','3','3','A','A','90'),",,,,,
115082,PARROTT,DYLAN,,29,2,2,2,,1111111736,16,,3,3,B,B,90,"('115082','PARROTT','DYLAN','','29','2','2','2','','1111111736','16','','3','3','B','B','90'),",,,,,
115130,PENLEY,MICAH,,29,3,3,3,,1111111737,16,,3,3,C,C,90,"('115130','PENLEY','MICAH','','29','3','3','3','','1111111737','16','','3','3','C','C','90'),",,,,,
115166,PETERS,DANIEL,,29,4,1,4,,1111111738,16,,3,3,A,A,90,"('115166','PETERS','DANIEL','','29','4','1','4','','1111111738','16','','3','3','A','A','90'),",,,,,
115700,ROMERO,MICHELLE,,29,1,2,5,,1111111739,16,,3,3,B,B,90,"('115700','ROMERO','MICHELLE','','29','1','2','5','','1111111739','16','','3','3','B','B','90'),",,,,,
115766,ROUKEMA,MATTHEW,,29,2,3,6,,1111111740,16,,3,3,C,C,90,"('115766','ROUKEMA','MATTHEW','','29','2','3','6','','1111111740','16','','3','3','C','C','90'),",,,,,
115982,SCHUPP,MICHAEL,,29,3,1,7,,1111111741,16,,3,3,A,A,90,"('115982','SCHUPP','MICHAEL','','29','3','1','7','','1111111741','16','','3','3','A','A','90'),",,,,,
116240,SMITHSON,MICHAEL,,29,4,2,8,,1111111742,16,,3,3,B,B,90,"('116240','SMITHSON','MICHAEL','','29','4','2','8','','1111111742','16','','3','3','B','B','90'),",,,,,
116414,STRATTON,LAWRENCE,,29,1,3,1,,1111111743,16,,3,3,C,C,90,"('116414','STRATTON','LAWRENCE','','29','1','3','1','','1111111743','16','','3','3','C','C','90'),",,,,,
116438,STRONG,HENRY,,29,2,1,2,,1111111744,16,,3,3,A,A,90,"('116438','STRONG','HENRY','','29','2','1','2','','1111111744','16','','3','3','A','A','90'),",,,,,
116840,WALTERS,ANTHONY,,29,3,2,3,,1111111745,16,,3,3,B,B,90,"('116840','WALTERS','ANTHONY','','29','3','2','3','','1111111745','16','','3','3','B','B','90'),",,,,,
116882,WARWICK,ALLISON,,29,4,3,4,,1111111746,16,,3,3,C,C,90,"('116882','WARWICK','ALLISON','','29','4','3','4','','1111111746','16','','3','3','C','C','90'),",,,,,
116924,WEBBER,KYLE,,29,1,1,5,,1111111747,16,,3,3,A,A,90,"('116924','WEBBER','KYLE','','29','1','1','5','','1111111747','16','','3','3','A','A','90'),",,,,,
117182,YAPTINCHAY,BRIAN,,29,2,2,6,,1111111748,16,,3,3,B,B,90,"('117182','YAPTINCHAY','BRIAN','','29','2','2','6','','1111111748','16','','3','3','B','B','90'),",,,,,
120078,ALBRECHT,ADAM,,29,3,3,7,,1111111749,16,,3,3,C,C,90,"('120078','ALBRECHT','ADAM','','29','3','3','7','','1111111749','16','','3','3','C','C','90'),",,,,,
120300,BALLARD,SIDNEY,,29,4,1,8,,1111111750,16,,3,3,A,A,90,"('120300','BALLARD','SIDNEY','','29','4','1','8','','1111111750','16','','3','3','A','A','90'),",,,,,
120528,BLICK,BRIAN,,29,1,2,1,,1111111751,16,,3,3,B,B,90,"('120528','BLICK','BRIAN','','29','1','2','1','','1111111751','16','','3','3','B','B','90'),",,,,,
120618,BOSTON,TYLER,,29,2,3,2,,1111111752,16,,3,3,C,C,90,"('120618','BOSTON','TYLER','','29','2','3','2','','1111111752','16','','3','3','C','C','90'),",,,,,
120792,BUCK,CORIA,,29,3,1,3,,1111111753,16,,3,3,A,A,90,"('120792','BUCK','CORIA','','29','3','1','3','','1111111753','16','','3','3','A','A','90'),",,,,,
122016,FARRAR,TYLER,,29,4,2,4,,1111111754,16,,3,3,B,B,90,"('122016','FARRAR','TYLER','','29','4','2','4','','1111111754','16','','3','3','B','B','90'),",,,,,
122082,FISCHER,WARREN,,29,1,3,5,,1111111755,16,,3,3,C,C,90,"('122082','FISCHER','WARREN','','29','1','3','5','','1111111755','16','','3','3','C','C','90'),",,,,,
122172,FOLEY,JORDAN,,29,2,1,6,,1111111756,16,,3,3,A,A,90,"('122172','FOLEY','JORDAN','','29','2','1','6','','1111111756','16','','3','3','A','A','90'),",,,,,
122502,GOLDSMITH,RYAN,,29,3,2,7,,1111111757,16,,3,3,B,B,90,"('122502','GOLDSMITH','RYAN','','29','3','2','7','','1111111757','16','','3','3','B','B','90'),",,,,,
122676,HALL,ANNA,,29,4,3,8,,1111111758,16,,3,3,C,C,90,"('122676','HALL','ANNA','','29','4','3','8','','1111111758','16','','3','3','C','C','90'),",,,,,
123108,HOTSKO,ANDREW,,29,1,1,1,,1111111759,16,,3,3,A,A,90,"('123108','HOTSKO','ANDREW','','29','1','1','1','','1111111759','16','','3','3','A','A','90'),",,,,,
123390,JOHNS,CHRISTINA,,29,2,2,2,,1111111760,16,,3,3,B,B,90,"('123390','JOHNS','CHRISTINA','','29','2','2','2','','1111111760','16','','3','3','B','B','90'),",,,,,
123492,JOYCE,KELLY,,29,3,3,3,,1111111761,16,,3,3,C,C,90,"('123492','JOYCE','KELLY','','29','3','3','3','','1111111761','16','','3','3','C','C','90'),",,,,,
123504,JULIA,KAILA,,29,4,1,4,,1111111762,16,,3,3,A,A,90,"('123504','JULIA','KAILA','','29','4','1','4','','1111111762','16','','3','3','A','A','90'),",,,,,
123618,KELLNER,SCOTT,,29,1,2,5,,1111111763,16,,3,3,B,B,90,"('123618','KELLNER','SCOTT','','29','1','2','5','','1111111763','16','','3','3','B','B','90'),",,,,,
123630,KELLY,IAN,,29,2,3,6,,1111111764,16,,3,3,C,C,90,"('123630','KELLY','IAN','','29','2','3','6','','1111111764','16','','3','3','C','C','90'),",,,,,
123930,LANOUETTE,CHRISTINA,,29,3,1,7,,1111111765,16,,3,3,A,A,90,"('123930','LANOUETTE','CHRISTINA','','29','3','1','7','','1111111765','16','','3','3','A','A','90'),",,,,,
123966,LAUFER,TIMOTHY,,29,4,2,8,,1111111766,16,,3,3,B,B,90,"('123966','LAUFER','TIMOTHY','','29','4','2','8','','1111111766','16','','3','3','B','B','90'),",,,,,
124110,LINN,KENNETH,,29,1,3,1,,1111111767,16,,3,3,C,C,90,"('124110','LINN','KENNETH','','29','1','3','1','','1111111767','16','','3','3','C','C','90'),",,,,,
124674,MENKE,STEFAN,,29,2,1,2,,1111111768,16,,3,3,A,A,90,"('124674','MENKE','STEFAN','','29','2','1','2','','1111111768','16','','3','3','A','A','90'),",,,,,
125184,OLEARY,KYLE,,29,3,2,3,,1111111769,16,,3,3,B,B,90,"('125184','OLEARY','KYLE','','29','3','2','3','','1111111769','16','','3','3','B','B','90'),",,,,,
125256,OSWALD,THOMAS,,29,4,3,4,,1111111770,16,,3,3,C,C,90,"('125256','OSWALD','THOMAS','','29','4','3','4','','1111111770','16','','3','3','C','C','90'),",,,,,
125340,PAULSON,CHRISTOPHER,,29,1,1,5,,1111111771,16,,3,3,A,A,90,"('125340','PAULSON','CHRISTOPHER','','29','1','1','5','','1111111771','16','','3','3','A','A','90'),",,,,,
125400,PESKOSKY,NICHOLAS,,29,2,2,6,,1111111772,16,,3,3,B,B,90,"('125400','PESKOSKY','NICHOLAS','','29','2','2','6','','1111111772','16','','3','3','B','B','90'),",,,,,
125412,PETERSON,JONATHAN,,29,3,3,7,,1111111773,16,,3,3,C,C,90,"('125412','PETERSON','JONATHAN','','29','3','3','7','','1111111773','16','','3','3','C','C','90'),",,,,,
125466,POLLOCK,MATTHEW,,29,4,1,8,,1111111774,16,,3,3,A,A,90,"('125466','POLLOCK','MATTHEW','','29','4','1','8','','1111111774','16','','3','3','A','A','90'),",,,,,
125580,PRUDENTE,JADESURELA,,29,1,2,1,,1111111775,16,,3,3,B,B,90,"('125580','PRUDENTE','JADESURELA','','29','1','2','1','','1111111775','16','','3','3','B','B','90'),",,,,,
125790,RIVERA,GERALDRAMIR,,29,2,3,2,,1111111776,16,,3,3,C,C,90,"('125790','RIVERA','GERALDRAMIR','','29','2','3','2','','1111111776','16','','3','3','C','C','90'),",,,,,
125898,ROSSITER,DILLON,,29,3,1,3,,1111111777,16,,3,3,A,A,90,"('125898','ROSSITER','DILLON','','29','3','1','3','','1111111777','16','','3','3','A','A','90'),",,,,,
126384,SMITH,SAMANTHA,,29,4,2,4,,1111111778,16,,3,3,B,B,90,"('126384','SMITH','SAMANTHA','','29','4','2','4','','1111111778','16','','3','3','B','B','90'),",,,,,
126402,SMITHMENA,MARIO,,29,1,3,5,,1111111779,16,,3,3,C,C,90,"('126402','SMITHMENA','MARIO','','29','1','3','5','','1111111779','16','','3','3','C','C','90'),",,,,,
126480,STEFFER,CARL,,29,2,1,6,,1111111780,16,,3,3,A,A,90,"('126480','STEFFER','CARL','','29','2','1','6','','1111111780','16','','3','3','A','A','90'),",,,,,
126678,TALBOT,LUKE,,29,3,2,7,,1111111781,16,,3,3,B,B,90,"('126678','TALBOT','LUKE','','29','3','2','7','','1111111781','16','','3','3','B','B','90'),",,,,,
126876,TRACEY,JOHN,,29,4,3,8,,1111111782,16,,3,3,C,C,90,"('126876','TRACEY','JOHN','','29','4','3','8','','1111111782','16','','3','3','C','C','90'),",,,,,
126900,TSAO,SUNNY,,29,1,1,1,,1111111783,16,,3,3,A,A,90,"('126900','TSAO','SUNNY','','29','1','1','1','','1111111783','16','','3','3','A','A','90'),",,,,,
126996,VANDAL,STEPHEN,,29,2,2,2,,1111111784,16,,3,3,B,B,90,"('126996','VANDAL','STEPHEN','','29','2','2','2','','1111111784','16','','3','3','B','B','90'),",,,,,
127080,VU,CAROLYNE,,29,3,3,3,,1111111785,16,,3,3,C,C,90,"('127080','VU','CAROLYNE','','29','3','3','3','','1111111785','16','','3','3','C','C','90'),",,,,,
130156,ANONGOS,JARED,,29,4,1,4,,1111111786,16,,3,3,A,A,90,"('130156','ANONGOS','JARED','','29','4','1','4','','1111111786','16','','3','3','A','A','90'),",,,,,
130414,BENITO,RYAN,,29,1,2,5,,1111111787,16,,3,3,B,B,90,"('130414','BENITO','RYAN','','29','1','2','5','','1111111787','16','','3','3','B','B','90'),",,,,,
130426,BENOIT,TIMOTHY,,29,2,3,6,,1111111788,16,,3,3,C,C,90,"('130426','BENOIT','TIMOTHY','','29','2','3','6','','1111111788','16','','3','3','C','C','90'),",,,,,
130534,BOLCHOZ,JOHN,,29,3,1,7,,1111111789,16,,3,3,A,A,90,"('130534','BOLCHOZ','JOHN','','29','3','1','7','','1111111789','16','','3','3','A','A','90'),",,,,,
130612,BOYKIN,JOSEPH,,29,4,2,8,,1111111790,16,,3,3,B,B,90,"('130612','BOYKIN','JOSEPH','','29','4','2','8','','1111111790','16','','3','3','B','B','90'),",,,,,
130708,BRUNDAGE,WILLIAM,,29,1,3,1,,1111111791,16,,3,3,C,C,90,"('130708','BRUNDAGE','WILLIAM','','29','1','3','1','','1111111791','16','','3','3','C','C','90'),",,,,,
130864,CAMPBELL,NICHOLAS,,29,2,1,2,,1111111792,16,,3,3,A,A,90,"('130864','CAMPBELL','NICHOLAS','','29','2','1','2','','1111111792','16','','3','3','A','A','90'),",,,,,
130912,CARPENTER,LAUREN,,29,3,2,3,,1111111793,16,,3,3,B,B,90,"('130912','CARPENTER','LAUREN','','29','3','2','3','','1111111793','16','','3','3','B','B','90'),",,,,,
131146,COCO,BRYAN,,29,4,3,4,,1111111794,16,,3,3,C,C,90,"('131146','COCO','BRYAN','','29','4','3','4','','1111111794','16','','3','3','C','C','90'),",,,,,
131152,COFFEY,JACOB,,29,1,1,5,,1111111795,16,,3,3,A,A,90,"('131152','COFFEY','JACOB','','29','1','1','5','','1111111795','16','','3','3','A','A','90'),",,,,,
131722,DISSETTE,KRISTOPHER,,29,2,2,6,,1111111796,16,,3,3,B,B,90,"('131722','DISSETTE','KRISTOPHER','','29','2','2','6','','1111111796','16','','3','3','B','B','90'),",,,,,
131776,DOOLEY,SEAN,,29,3,3,7,,1111111797,16,,3,3,C,C,90,"('131776','DOOLEY','SEAN','','29','3','3','7','','1111111797','16','','3','3','C','C','90'),",,,,,
132076,EVANS,LUCAS,,29,4,1,8,,1111111798,16,,3,3,A,A,90,"('132076','EVANS','LUCAS','','29','4','1','8','','1111111798','16','','3','3','A','A','90'),",,,,,
132292,FOWLER,NICHOLAS,,29,1,2,1,,1111111799,16,,3,3,B,B,90,"('132292','FOWLER','NICHOLAS','','29','1','2','1','','1111111799','16','','3','3','B','B','90'),",,,,,
132760,GUTIERREZ,ANTHONY,,29,2,3,2,,1111111800,16,,3,3,C,C,90,"('132760','GUTIERREZ','ANTHONY','','29','2','3','2','','1111111800','16','','3','3','C','C','90'),",,,,,
132964,HENDERSON,DESTINI,,29,3,1,3,,1111111801,16,,3,3,A,A,90,"('132964','HENDERSON','DESTINI','','29','3','1','3','','1111111801','16','','3','3','A','A','90'),",,,,,
133030,HICKEY,NOLAN,,29,4,2,4,,1111111802,16,,3,3,B,B,90,"('133030','HICKEY','NOLAN','','29','4','2','4','','1111111802','16','','3','3','B','B','90'),",,,,,
133138,HOWARD,GRACE,,29,1,3,5,,1111111803,16,,3,3,C,C,90,"('133138','HOWARD','GRACE','','29','1','3','5','','1111111803','16','','3','3','C','C','90'),",,,,,
133264,INLOES,JEFFREY,,29,2,1,6,,1111111804,16,,3,3,A,A,90,"('133264','INLOES','JEFFREY','','29','2','1','6','','1111111804','16','','3','3','A','A','90'),",,,,,
133684,KOENIG,DAVID,,29,3,2,7,,1111111805,16,,3,3,B,B,90,"('133684','KOENIG','DAVID','','29','3','2','7','','1111111805','16','','3','3','B','B','90'),",,,,,
133720,KOTLER,JOSHUA,,29,4,3,8,,1111111806,16,,3,3,C,C,90,"('133720','KOTLER','JOSHUA','','29','4','3','8','','1111111806','16','','3','3','C','C','90'),",,,,,
134320,MARTINEZ,DAVID,,29,1,1,1,,1111111807,16,,3,3,A,A,90,"('134320','MARTINEZ','DAVID','','29','1','1','1','','1111111807','16','','3','3','A','A','90'),",,,,,
134374,MAYER,HANNAH,,29,2,2,2,,1111111808,16,,3,3,B,B,90,"('134374','MAYER','HANNAH','','29','2','2','2','','1111111808','16','','3','3','B','B','90'),",,,,,
135100,ONTAI,CYRIL,,29,3,3,3,,1111111809,16,,3,3,C,C,90,"('135100','ONTAI','CYRIL','','29','3','3','3','','1111111809','16','','3','3','C','C','90'),",,,,,
135238,PATANE,STEPHEN,,29,4,1,4,,1111111810,16,,3,3,A,A,90,"('135238','PATANE','STEPHEN','','29','4','1','4','','1111111810','16','','3','3','A','A','90'),",,,,,
135526,PUPPOLO,FALLON,,29,1,2,5,,1111111811,16,,3,3,B,B,90,"('135526','PUPPOLO','FALLON','','29','1','2','5','','1111111811','16','','3','3','B','B','90'),",,,,,
135544,QUINN,EMMA,,29,2,3,6,,1111111812,16,,3,3,C,C,90,"('135544','QUINN','EMMA','','29','2','3','6','','1111111812','16','','3','3','C','C','90'),",,,,,
136090,SANTOS,LORENZO,,29,3,1,7,,1111111813,16,,3,3,A,A,90,"('136090','SANTOS','LORENZO','','29','3','1','7','','1111111813','16','','3','3','A','A','90'),",,,,,
136216,SCOTT,STEPHEN,,29,4,2,8,,1111111814,16,,3,3,B,B,90,"('136216','SCOTT','STEPHEN','','29','4','2','8','','1111111814','16','','3','3','B','B','90'),",,,,,
136342,SIEFRING,SEAMUS,,29,1,3,1,,1111111815,16,,3,3,C,C,90,"('136342','SIEFRING','SEAMUS','','29','1','3','1','','1111111815','16','','3','3','C','C','90'),",,,,,
136588,STAMER,SCOTT,,29,2,1,2,,1111111816,16,,3,3,A,A,90,"('136588','STAMER','SCOTT','','29','2','1','2','','1111111816','16','','3','3','A','A','90'),",,,,,
136864,TOOMBS,AUSTIN,,29,3,2,3,,1111111817,16,,3,3,B,B,90,"('136864','TOOMBS','AUSTIN','','29','3','2','3','','1111111817','16','','3','3','B','B','90'),",,,,,
136942,URBASHICH,JOSEPH,,29,4,3,4,,1111111818,16,,3,3,C,C,90,"('136942','URBASHICH','JOSEPH','','29','4','3','4','','1111111818','16','','3','3','C','C','90'),",,,,,
137044,VERBEECK,MICHELLE,,29,1,1,5,,1111111819,16,,3,3,A,A,90,"('137044','VERBEECK','MICHELLE','','29','1','1','5','','1111111819','16','','3','3','A','A','90'),",,,,,
137146,WATTERSON,PHILIP,,29,2,2,6,,1111111820,16,,3,3,B,B,90,"('137146','WATTERSON','PHILIP','','29','2','2','6','','1111111820','16','','3','3','B','B','90'),",,,,,
137506,ZIMINSKI,DANIEL,,29,3,3,7,,1111111821,16,,3,3,C,C,90,"('137506','ZIMINSKI','DANIEL','','29','3','3','7','','1111111821','16','','3','3','C','C','90'),",,,,,
140246,AUFDERHEIDE,NICHOLAS,,29,4,1,8,,1111111822,16,,3,3,A,A,90,"('140246','AUFDERHEIDE','NICHOLAS','','29','4','1','8','','1111111822','16','','3','3','A','A','90'),",,,,,
140276,AVILA,JOSEPH,,29,1,2,1,,1111111823,16,,3,3,B,B,90,"('140276','AVILA','JOSEPH','','29','1','2','1','','1111111823','16','','3','3','B','B','90'),",,,,,
140342,BALTZ,BENJAMIN,,29,2,3,2,,1111111824,16,,3,3,C,C,90,"('140342','BALTZ','BENJAMIN','','29','2','3','2','','1111111824','16','','3','3','C','C','90'),",,,,,
141002,CHAN,ALEXANDRA,,29,3,1,3,,1111111825,16,,3,3,A,A,90,"('141002','CHAN','ALEXANDRA','','29','3','1','3','','1111111825','16','','3','3','A','A','90'),",,,,,
141044,CHATRY,PETER,,29,4,2,4,,1111111826,16,,3,3,B,B,90,"('141044','CHATRY','PETER','','29','4','2','4','','1111111826','16','','3','3','B','B','90'),",,,,,
141068,CHEPURKO,KRISTINA,,29,1,3,5,,1111111827,16,,3,3,C,C,90,"('141068','CHEPURKO','KRISTINA','','29','1','3','5','','1111111827','16','','3','3','C','C','90'),",,,,,
141182,COLBY,BRIAN,,29,2,1,6,,1111111828,16,,3,3,A,A,90,"('141182','COLBY','BRIAN','','29','2','1','6','','1111111828','16','','3','3','A','A','90'),",,,,,
141296,COUGHLIN,JILLIAN,,29,3,2,7,,1111111829,16,,3,3,B,B,90,"('141296','COUGHLIN','JILLIAN','','29','3','2','7','','1111111829','16','','3','3','B','B','90'),",,,,,
141302,COVARRUBIAS,VANESSA,,29,4,3,8,,1111111830,16,,3,3,C,C,90,"('141302','COVARRUBIAS','VANESSA','','29','4','3','8','','1111111830','16','','3','3','C','C','90'),",,,,,
